Order ID,Date,Year,Quarter,Month,Region,State,City,Product Category,Product Subcategory,Product Name,Brand,Sales Channel,Customer Segment,Sales Rep,Units Sold,Unit Price,Discount,Revenue,Cost,Profit,Payment Method,Customer Satisfaction
40256,2024-02-08,2024,Q1,Feb,West,California,Los Angeles,Accessories,Headphones,SoundMax,Vertex,Online,Small Business,Jessica Lee,19,660,0.0,12540.0,8041.6,4498.4,Bank Transfer,Neutral
40257,2024-03-08,2024,Q1,Mar,Midwest,Michigan,Detroit,Electronics,Laptop,UltraBook Pro,Vertex,Retail,Small Business,John Miller,19,640,0.1,10944.0,6087.38,4856.62,Card,Unsatisfied
40258,2024-03-11,2024,Q1,Mar,West,Washington,Seattle,Electronics,Tablet,Tab Elite,Orbit,Retail,Small Business,Michael Brown,4,494,0.0,1976.0,1390.36,585.64,Bank Transfer,Unsatisfied
40259,2024-02-26,2024,Q1,Feb,South,Georgia,Atlanta,Furniture,Desk,WorkDesk Pro,Nimbus,Distributor,Small Business,Sarah Lopez,5,1094,0.05,5196.5,3206.27,1990.23,Digital Wallet,Very Satisfied
40260,2024-02-29,2024,Q1,Feb,Northeast,Massachusetts,Boston,Furniture,Desk,WorkDesk Pro,Apex,Online,Consumer,Sarah Lopez,19,139,0.05,2508.95,1530.91,978.04,Card,Unsatisfied
40261,2024-05-20,2024,Q2,May,Midwest,Michigan,Detroit,Electronics,Laptop,UltraBook Pro,NovaTech,Distributor,Corporate,Jessica Lee,19,716,0.1,12243.6,8452.82,3790.78,Bank Transfer,Neutral
40262,2024-10-16,2024,Q4,Oct,West,Colorado,Denver,Electronics,Laptop,UltraBook Pro,Vertex,Online,Small Business,Emily Carter,20,467,0.0,9340.0,5755.85,3584.15,Cash,Very Satisfied
40263,2024-01-24,2024,Q1,Jan,Northeast,Pennsylvania,Philadelphia,Electronics,Laptop,UltraBook Pro,Nimbus,Online,Small Business,John Miller,4,1130,0.0,4520.0,3023.34,1496.66,Cash,Satisfied
40264,2024-10-15,2024,Q4,Oct,Midwest,Michigan,Detroit,Furniture,Cabinet,StoragePlus,Orbit,Online,Consumer,Sarah Lopez,5,626,0.1,2817.0,1925.15,891.85,Bank Transfer,Very Satisfied
40265,2024-03-25,2024,Q1,Mar,South,Georgia,Atlanta,Accessories,Mouse,ClickPro,Vertex,Retail,Small Business,Emily Carter,1,676,0.0,676.0,434.52,241.48,Digital Wallet,Unsatisfied
40266,2024-01-16,2024,Q1,Jan,South,Florida,Miami,Furniture,Chair,ComfortSeat,Vertex,Retail,Consumer,Sarah Lopez,17,471,0.15,6805.95,4295.93,2510.02,Card,Satisfied
40267,2024-10-10,2024,Q4,Oct,West,Washington,Seattle,Electronics,Tablet,Tab Elite,Apex,Retail,Small Business,Michael Brown,20,758,0.1,13644.0,7746.49,5897.51,Bank Transfer,Neutral
40268,2024-07-20,2024,Q3,Jul,Midwest,Illinois,Chicago,Electronics,Laptop,UltraBook Pro,Orbit,Distributor,Consumer,John Miller,7,1098,0.0,7686.0,5684.78,2001.22,Cash,Very Satisfied
40269,2024-05-30,2024,Q2,May,Northeast,New York,New York,Accessories,Headphones,SoundMax,NovaTech,Distributor,Small Business,Emily Carter,14,949,0.0,13286.0,8248.65,5037.35,Cash,Very Satisfied
40270,2024-11-23,2024,Q4,Nov,Midwest,Illinois,Chicago,Electronics,Laptop,UltraBook Pro,Apex,Online,Consumer,Jessica Lee,11,838,0.1,8296.2,5450.42,2845.78,Bank Transfer,Unsatisfied
40271,2024-07-12,2024,Q3,Jul,South,Georgia,Atlanta,Furniture,Chair,ComfortSeat,Nimbus,Online,Small Business,Jessica Lee,8,731,0.1,5263.2,3823.13,1440.07,Card,Neutral
40272,2024-11-14,2024,Q4,Nov,Midwest,Ohio,Columbus,Electronics,Phone,Galaxy Max,Apex,Distributor,Corporate,David Clark,20,447,0.0,8940.0,5884.4,3055.6,Card,Neutral
40273,2024-09-22,2024,Q3,Sep,West,California,Los Angeles,Furniture,Chair,ComfortSeat,Vertex,Retail,Corporate,Sarah Lopez,12,963,0.0,11556.0,6369.38,5186.62,Digital Wallet,Very Satisfied
40274,2024-04-24,2024,Q2,Apr,West,California,Los Angeles,Furniture,Chair,ComfortSeat,Apex,Distributor,Corporate,John Miller,15,1088,0.15,13872.0,8642.41,5229.59,Cash,Neutral
40275,2024-05-17,2024,Q2,May,Midwest,Ohio,Columbus,Accessories,Mouse,ClickPro,Apex,Retail,Small Business,Sarah Lopez,4,233,0.15,792.2,506.07,286.13,Card,Unsatisfied
40276,2024-03-18,2024,Q1,Mar,Midwest,Illinois,Chicago,Accessories,Headphones,SoundMax,Nimbus,Online,Consumer,Jessica Lee,16,478,0.0,7648.0,5570.94,2077.06,Card,Satisfied
40277,2024-09-13,2024,Q3,Sep,South,Florida,Miami,Furniture,Cabinet,StoragePlus,Vertex,Online,Consumer,David Clark,8,645,0.0,5160.0,3597.68,1562.32,Cash,Unsatisfied
40278,2024-04-22,2024,Q2,Apr,Northeast,Pennsylvania,Philadelphia,Accessories,Headphones,SoundMax,NovaTech,Distributor,Small Business,Sarah Lopez,19,868,0.1,14842.8,9764.24,5078.56,Cash,Neutral
40279,2024-01-11,2024,Q1,Jan,South,Georgia,Atlanta,Accessories,Keyboard,KeyPro,Apex,Retail,Consumer,Emily Carter,10,61,0.1,549.0,341.18,207.82,Card,Satisfied
40280,2024-03-25,2024,Q1,Mar,Northeast,Pennsylvania,Philadelphia,Accessories,Keyboard,KeyPro,Nimbus,Online,Consumer,David Clark,17,153,0.1,2340.9,1336.76,1004.14,Bank Transfer,Satisfied
40281,2024-02-11,2024,Q1,Feb,Midwest,Michigan,Detroit,Electronics,Phone,Galaxy Max,NovaTech,Online,Consumer,David Clark,4,387,0.0,1548.0,1003.61,544.39,Cash,Very Satisfied
40282,2024-07-19,2024,Q3,Jul,Midwest,Illinois,Chicago,Accessories,Keyboard,KeyPro,Orbit,Online,Consumer,David Clark,11,299,0.0,3289.0,2289.94,999.06,Bank Transfer,Unsatisfied
40283,2024-06-29,2024,Q2,Jun,South,Georgia,Atlanta,Accessories,Headphones,SoundMax,Orbit,Retail,Consumer,Jessica Lee,20,1098,0.05,20862.0,14490.12,6371.88,Digital Wallet,Neutral
40284,2024-09-10,2024,Q3,Sep,South,Florida,Miami,Accessories,Mouse,ClickPro,Apex,Distributor,Corporate,Emily Carter,12,553,0.0,6636.0,3760.95,2875.05,Card,Unsatisfied
40285,2024-03-02,2024,Q1,Mar,Midwest,Ohio,Columbus,Electronics,Laptop,UltraBook Pro,Orbit,Online,Consumer,Jessica Lee,13,1166,0.05,14400.1,8067.1,6333.0,Bank Transfer,Very Satisfied
40286,2024-11-07,2024,Q4,Nov,South,Georgia,Atlanta,Furniture,Desk,WorkDesk Pro,Apex,Distributor,Small Business,Jessica Lee,10,163,0.05,1548.5,1042.41,506.09,Bank Transfer,Satisfied
40287,2024-05-08,2024,Q2,May,West,California,Los Angeles,Electronics,Phone,Galaxy Max,Orbit,Online,Corporate,Jessica Lee,5,1022,0.05,4854.5,3249.55,1604.95,Bank Transfer,Very Satisfied
40288,2024-11-08,2024,Q4,Nov,South,Georgia,Atlanta,Accessories,Mouse,ClickPro,Vertex,Distributor,Small Business,Jessica Lee,9,814,0.05,6959.7,4075.66,2884.04,Digital Wallet,Satisfied
40289,2024-04-05,2024,Q2,Apr,West,Colorado,Denver,Accessories,Headphones,SoundMax,Orbit,Online,Small Business,David Clark,3,64,0.15,163.2,120.78,42.42,Cash,Neutral
40290,2024-12-26,2024,Q4,Dec,Midwest,Ohio,Columbus,Accessories,Headphones,SoundMax,Nimbus,Distributor,Corporate,John Miller,2,707,0.1,1272.6,949.28,323.32,Digital Wallet,Unsatisfied
40291,2024-11-15,2024,Q4,Nov,South,Florida,Miami,Electronics,Tablet,Tab Elite,Orbit,Distributor,Small Business,John Miller,11,970,0.15,9069.5,5654.57,3414.93,Digital Wallet,Neutral
40292,2024-05-10,2024,Q2,May,South,Georgia,Atlanta,Accessories,Mouse,ClickPro,NovaTech,Distributor,Consumer,David Clark,2,861,0.0,1722.0,1143.89,578.11,Bank Transfer,Unsatisfied
40293,2024-07-28,2024,Q3,Jul,Northeast,Massachusetts,Boston,Furniture,Cabinet,StoragePlus,Vertex,Online,Consumer,Michael Brown,5,395,0.05,1876.25,1361.5,514.75,Cash,Neutral
40294,2024-08-09,2024,Q3,Aug,West,California,Los Angeles,Furniture,Desk,WorkDesk Pro,NovaTech,Retail,Corporate,Michael Brown,10,727,0.0,7270.0,4597.6,2672.4,Digital Wallet,Unsatisfied
40295,2024-05-18,2024,Q2,May,Midwest,Illinois,Chicago,Accessories,Keyboard,KeyPro,Apex,Online,Consumer,Sarah Lopez,11,512,0.05,5350.4,2985.82,2364.58,Bank Transfer,Very Satisfied
40296,2024-07-19,2024,Q3,Jul,South,Florida,Miami,Electronics,Phone,Galaxy Max,Apex,Online,Corporate,Jessica Lee,18,414,0.15,6334.2,4244.51,2089.69,Digital Wallet,Satisfied
40297,2024-12-30,2024,Q4,Dec,South,Georgia,Atlanta,Electronics,Tablet,Tab Elite,Nimbus,Online,Consumer,Michael Brown,9,271,0.15,2073.15,1318.2,754.95,Bank Transfer,Unsatisfied
40298,2024-07-05,2024,Q3,Jul,West,Washington,Seattle,Furniture,Chair,ComfortSeat,Vertex,Retail,Consumer,David Clark,4,422,0.05,1603.6,892.05,711.55,Cash,Very Satisfied
40299,2024-04-20,2024,Q2,Apr,West,Washington,Seattle,Accessories,Mouse,ClickPro,Nimbus,Retail,Small Business,John Miller,6,1060,0.0,6360.0,4462.19,1897.81,Bank Transfer,Satisfied
40300,2024-07-12,2024,Q3,Jul,South,Florida,Miami,Accessories,Mouse,ClickPro,Nimbus,Distributor,Small Business,Sarah Lopez,4,930,0.1,3348.0,2233.81,1114.19,Digital Wallet,Unsatisfied
40301,2024-04-06,2024,Q2,Apr,Northeast,Pennsylvania,Philadelphia,Furniture,Cabinet,StoragePlus,Vertex,Online,Small Business,Emily Carter,5,797,0.15,3387.25,2191.71,1195.54,Cash,Neutral
40302,2024-05-25,2024,Q2,May,Midwest,Michigan,Detroit,Accessories,Keyboard,KeyPro,Nimbus,Retail,Small Business,Sarah Lopez,10,697,0.0,6970.0,5113.57,1856.43,Card,Neutral
40303,2024-04-22,2024,Q2,Apr,West,Colorado,Denver,Electronics,Tablet,Tab Elite,Nimbus,Distributor,Consumer,David Clark,1,80,0.0,80.0,44.9,35.1,Digital Wallet,Neutral
40304,2024-03-20,2024,Q1,Mar,West,California,Los Angeles,Furniture,Chair,ComfortSeat,Orbit,Retail,Consumer,Michael Brown,11,405,0.0,4455.0,3157.37,1297.63,Digital Wallet,Unsatisfied
40305,2024-01-24,2024,Q1,Jan,Midwest,Illinois,Chicago,Electronics,Laptop,UltraBook Pro,Apex,Distributor,Consumer,Sarah Lopez,12,1071,0.05,12209.4,7277.65,4931.75,Card,Very Satisfied
40306,2024-10-24,2024,Q4,Oct,Midwest,Ohio,Columbus,Electronics,Phone,Galaxy Max,Nimbus,Distributor,Small Business,Michael Brown,19,443,0.1,7575.3,4893.78,2681.52,Card,Unsatisfied
40307,2024-02-14,2024,Q1,Feb,West,Washington,Seattle,Electronics,Laptop,UltraBook Pro,Vertex,Distributor,Small Business,Emily Carter,1,991,0.15,842.35,612.75,229.6,Cash,Very Satisfied
40308,2024-02-10,2024,Q1,Feb,Midwest,Ohio,Columbus,Electronics,Laptop,UltraBook Pro,NovaTech,Online,Small Business,Sarah Lopez,15,836,0.15,10659.0,7088.28,3570.72,Bank Transfer,Satisfied
40309,2024-01-15,2024,Q1,Jan,Midwest,Michigan,Detroit,Accessories,Keyboard,KeyPro,Nimbus,Online,Consumer,David Clark,5,938,0.1,4221.0,2952.22,1268.78,Card,Unsatisfied
40310,2024-12-13,2024,Q4,Dec,South,Georgia,Atlanta,Furniture,Chair,ComfortSeat,Nimbus,Distributor,Consumer,John Miller,15,1167,0.15,14879.25,11055.11,3824.14,Bank Transfer,Very Satisfied
40311,2024-11-29,2024,Q4,Nov,Midwest,Illinois,Chicago,Accessories,Headphones,SoundMax,Nimbus,Online,Consumer,John Miller,12,888,0.15,9057.6,5614.18,3443.42,Digital Wallet,Neutral
40312,2024-06-14,2024,Q2,Jun,Northeast,Massachusetts,Boston,Electronics,Phone,Galaxy Max,Apex,Online,Corporate,Emily Carter,11,835,0.15,7807.25,5449.7,2357.55,Digital Wallet,Satisfied
40313,2024-02-14,2024,Q1,Feb,South,Florida,Miami,Electronics,Phone,Galaxy Max,Apex,Online,Consumer,Jessica Lee,6,536,0.15,2733.6,1698.6,1035.0,Card,Satisfied
40314,2024-05-11,2024,Q2,May,South,Florida,Miami,Electronics,Tablet,Tab Elite,NovaTech,Retail,Small Business,David Clark,10,487,0.1,4383.0,2545.43,1837.57,Digital Wallet,Unsatisfied
40315,2024-11-08,2024,Q4,Nov,Northeast,Massachusetts,Boston,Furniture,Desk,WorkDesk Pro,NovaTech,Retail,Corporate,Sarah Lopez,2,491,0.1,883.8,606.8,277.0,Cash,Satisfied
40316,2024-05-07,2024,Q2,May,South,Georgia,Atlanta,Furniture,Chair,ComfortSeat,Nimbus,Distributor,Corporate,Emily Carter,3,1026,0.15,2616.3,1527.96,1088.34,Bank Transfer,Unsatisfied
40317,2024-07-01,2024,Q3,Jul,South,Florida,Miami,Electronics,Phone,Galaxy Max,Apex,Distributor,Consumer,David Clark,5,500,0.0,2500.0,1443.47,1056.53,Bank Transfer,Neutral
40318,2024-08-03,2024,Q3,Aug,South,Florida,Miami,Furniture,Desk,WorkDesk Pro,Apex,Online,Consumer,Jessica Lee,7,993,0.0,6951.0,5113.58,1837.42,Bank Transfer,Unsatisfied
40319,2024-06-17,2024,Q2,Jun,West,Colorado,Denver,Furniture,Desk,WorkDesk Pro,Nimbus,Online,Small Business,Michael Brown,12,437,0.05,4981.8,3090.45,1891.35,Bank Transfer,Very Satisfied
40320,2024-03-26,2024,Q1,Mar,South,Texas,Dallas,Electronics,Phone,Galaxy Max,Vertex,Retail,Small Business,John Miller,2,109,0.1,196.2,119.37,76.83,Bank Transfer,Neutral
40321,2024-04-14,2024,Q2,Apr,West,California,Los Angeles,Electronics,Laptop,UltraBook Pro,Vertex,Retail,Corporate,Michael Brown,10,846,0.15,7191.0,4169.77,3021.23,Card,Neutral
40322,2024-09-21,2024,Q3,Sep,West,California,Los Angeles,Electronics,Laptop,UltraBook Pro,NovaTech,Retail,Corporate,Michael Brown,8,138,0.15,938.4,616.55,321.85,Digital Wallet,Neutral
40323,2024-03-30,2024,Q1,Mar,West,Washington,Seattle,Accessories,Keyboard,KeyPro,NovaTech,Online,Small Business,John Miller,13,1159,0.15,12806.95,8536.84,4270.11,Digital Wallet,Unsatisfied
40324,2024-02-23,2024,Q1,Feb,Midwest,Michigan,Detroit,Furniture,Cabinet,StoragePlus,Apex,Retail,Corporate,Emily Carter,19,71,0.1,1214.1,892.12,321.98,Card,Neutral
40325,2024-01-10,2024,Q1,Jan,Northeast,Pennsylvania,Philadelphia,Accessories,Keyboard,KeyPro,NovaTech,Online,Corporate,Emily Carter,1,156,0.05,148.2,93.87,54.33,Bank Transfer,Unsatisfied
40326,2024-05-17,2024,Q2,May,South,Texas,Dallas,Furniture,Desk,WorkDesk Pro,Nimbus,Distributor,Corporate,Jessica Lee,1,559,0.15,475.15,306.89,168.26,Digital Wallet,Very Satisfied
40327,2024-12-19,2024,Q4,Dec,Midwest,Michigan,Detroit,Electronics,Tablet,Tab Elite,NovaTech,Retail,Consumer,John Miller,19,1094,0.15,17668.1,12784.88,4883.22,Bank Transfer,Unsatisfied
40328,2024-09-27,2024,Q3,Sep,Midwest,Illinois,Chicago,Accessories,Keyboard,KeyPro,Nimbus,Distributor,Small Business,John Miller,14,289,0.1,3641.4,2390.2,1251.2,Card,Satisfied
40329,2024-01-10,2024,Q1,Jan,South,Florida,Miami,Electronics,Laptop,UltraBook Pro,NovaTech,Online,Consumer,Emily Carter,19,1131,0.1,19340.1,13033.99,6306.11,Bank Transfer,Satisfied
40330,2024-02-04,2024,Q1,Feb,Midwest,Michigan,Detroit,Electronics,Phone,Galaxy Max,Apex,Distributor,Small Business,Emily Carter,15,182,0.0,2730.0,1949.06,780.94,Digital Wallet,Satisfied
40331,2024-03-04,2024,Q1,Mar,South,Florida,Miami,Electronics,Laptop,UltraBook Pro,Apex,Online,Small Business,David Clark,1,806,0.0,806.0,575.85,230.15,Card,Unsatisfied
40332,2024-01-21,2024,Q1,Jan,Midwest,Michigan,Detroit,Electronics,Phone,Galaxy Max,Vertex,Distributor,Corporate,Michael Brown,16,238,0.15,3236.8,1908.51,1328.29,Cash,Neutral
40333,2024-05-16,2024,Q2,May,Midwest,Illinois,Chicago,Accessories,Headphones,SoundMax,NovaTech,Online,Consumer,Sarah Lopez,13,311,0.15,3436.55,2566.42,870.13,Digital Wallet,Neutral
40334,2024-08-06,2024,Q3,Aug,South,Texas,Dallas,Electronics,Tablet,Tab Elite,Vertex,Retail,Small Business,John Miller,2,255,0.05,484.5,292.81,191.69,Cash,Neutral
40335,2024-01-10,2024,Q1,Jan,West,Washington,Seattle,Electronics,Laptop,UltraBook Pro,Nimbus,Distributor,Corporate,Sarah Lopez,6,1179,0.05,6720.3,4033.11,2687.19,Digital Wallet,Unsatisfied
40336,2024-01-22,2024,Q1,Jan,Midwest,Illinois,Chicago,Accessories,Keyboard,KeyPro,Orbit,Distributor,Consumer,Sarah Lopez,4,647,0.1,2329.2,1443.43,885.77,Digital Wallet,Very Satisfied
40337,2024-08-25,2024,Q3,Aug,Midwest,Illinois,Chicago,Electronics,Phone,Galaxy Max,Apex,Online,Small Business,Emily Carter,6,271,0.05,1544.7,1058.52,486.18,Digital Wallet,Very Satisfied
40338,2024-08-30,2024,Q3,Aug,West,Washington,Seattle,Electronics,Tablet,Tab Elite,Nimbus,Online,Corporate,Jessica Lee,12,41,0.15,418.2,312.3,105.9,Bank Transfer,Very Satisfied
40339,2024-08-17,2024,Q3,Aug,West,Colorado,Denver,Furniture,Chair,ComfortSeat,Vertex,Online,Small Business,David Clark,3,701,0.0,2103.0,1161.79,941.21,Digital Wallet,Unsatisfied
40340,2024-04-22,2024,Q2,Apr,West,California,Los Angeles,Electronics,Phone,Galaxy Max,Orbit,Distributor,Small Business,David Clark,12,714,0.05,8139.6,6069.33,2070.27,Bank Transfer,Satisfied
40341,2024-11-10,2024,Q4,Nov,Northeast,Pennsylvania,Philadelphia,Electronics,Tablet,Tab Elite,NovaTech,Online,Consumer,Emily Carter,13,162,0.0,2106.0,1295.07,810.93,Digital Wallet,Satisfied
40342,2024-11-24,2024,Q4,Nov,South,Texas,Dallas,Furniture,Desk,WorkDesk Pro,Orbit,Retail,Consumer,Emily Carter,16,790,0.0,12640.0,8150.05,4489.95,Cash,Very Satisfied
40343,2024-03-09,2024,Q1,Mar,Midwest,Ohio,Columbus,Electronics,Laptop,UltraBook Pro,Vertex,Retail,Small Business,David Clark,8,520,0.0,4160.0,2721.21,1438.79,Card,Satisfied
40344,2024-05-12,2024,Q2,May,West,California,Los Angeles,Furniture,Desk,WorkDesk Pro,Orbit,Online,Corporate,David Clark,8,927,0.1,6674.4,3979.62,2694.78,Cash,Satisfied
40345,2024-11-18,2024,Q4,Nov,Northeast,Pennsylvania,Philadelphia,Accessories,Mouse,ClickPro,Orbit,Online,Consumer,Sarah Lopez,12,770,0.1,8316.0,4951.5,3364.5,Cash,Satisfied
40346,2024-11-19,2024,Q4,Nov,West,California,Los Angeles,Furniture,Cabinet,StoragePlus,Orbit,Online,Small Business,David Clark,5,416,0.15,1768.0,1208.74,559.26,Bank Transfer,Very Satisfied
40347,2024-04-26,2024,Q2,Apr,West,Colorado,Denver,Electronics,Tablet,Tab Elite,Apex,Online,Consumer,Jessica Lee,8,426,0.0,3408.0,2414.91,993.09,Card,Satisfied
40348,2024-07-20,2024,Q3,Jul,West,Colorado,Denver,Furniture,Chair,ComfortSeat,Nimbus,Online,Small Business,Michael Brown,14,1023,0.1,12889.8,9402.09,3487.71,Bank Transfer,Unsatisfied
40349,2024-11-15,2024,Q4,Nov,Midwest,Illinois,Chicago,Furniture,Chair,ComfortSeat,Apex,Online,Corporate,David Clark,4,950,0.1,3420.0,2296.36,1123.64,Bank Transfer,Neutral
40350,2024-09-09,2024,Q3,Sep,South,Florida,Miami,Furniture,Desk,WorkDesk Pro,NovaTech,Retail,Consumer,Sarah Lopez,19,366,0.0,6954.0,4617.62,2336.38,Cash,Satisfied
40351,2024-09-30,2024,Q3,Sep,South,Florida,Miami,Furniture,Desk,WorkDesk Pro,Apex,Retail,Corporate,David Clark,10,147,0.1,1323.0,736.25,586.75,Cash,Unsatisfied
40352,2024-04-09,2024,Q2,Apr,Midwest,Michigan,Detroit,Accessories,Headphones,SoundMax,Orbit,Retail,Small Business,Michael Brown,17,325,0.1,4972.5,2875.72,2096.78,Card,Satisfied
40353,2024-04-15,2024,Q2,Apr,South,Florida,Miami,Furniture,Chair,ComfortSeat,NovaTech,Online,Consumer,John Miller,16,607,0.1,8740.8,4954.85,3785.95,Card,Very Satisfied
40354,2024-07-23,2024,Q3,Jul,South,Florida,Miami,Accessories,Mouse,ClickPro,Orbit,Retail,Corporate,Michael Brown,11,860,0.0,9460.0,6150.02,3309.98,Cash,Neutral
40355,2024-04-25,2024,Q2,Apr,Midwest,Michigan,Detroit,Furniture,Chair,ComfortSeat,NovaTech,Distributor,Corporate,Jessica Lee,17,389,0.0,6613.0,4697.46,1915.54,Digital Wallet,Satisfied
40356,2024-05-27,2024,Q2,May,South,Florida,Miami,Furniture,Desk,WorkDesk Pro,Orbit,Online,Consumer,Michael Brown,1,371,0.0,371.0,244.16,126.84,Bank Transfer,Very Satisfied
40357,2024-10-16,2024,Q4,Oct,South,Florida,Miami,Electronics,Tablet,Tab Elite,NovaTech,Online,Small Business,Sarah Lopez,16,351,0.1,5054.4,3288.54,1765.86,Card,Very Satisfied
40358,2024-06-09,2024,Q2,Jun,West,Washington,Seattle,Accessories,Keyboard,KeyPro,Apex,Distributor,Small Business,Michael Brown,4,179,0.15,608.6,409.89,198.71,Bank Transfer,Neutral
40359,2024-11-23,2024,Q4,Nov,Midwest,Illinois,Chicago,Electronics,Tablet,Tab Elite,Nimbus,Distributor,Small Business,Jessica Lee,11,66,0.05,689.7,448.9,240.8,Cash,Unsatisfied
40360,2024-01-17,2024,Q1,Jan,Midwest,Michigan,Detroit,Accessories,Mouse,ClickPro,Nimbus,Retail,Small Business,Michael Brown,13,328,0.0,4264.0,3065.96,1198.04,Digital Wallet,Neutral
40361,2024-05-27,2024,Q2,May,South,Texas,Dallas,Electronics,Phone,Galaxy Max,Nimbus,Retail,Corporate,Emily Carter,5,886,0.0,4430.0,2854.02,1575.98,Digital Wallet,Satisfied
40362,2024-03-11,2024,Q1,Mar,Midwest,Illinois,Chicago,Accessories,Mouse,ClickPro,Vertex,Distributor,Consumer,Emily Carter,12,356,0.1,3844.8,2589.13,1255.67,Card,Neutral
40363,2024-05-13,2024,Q2,May,South,Georgia,Atlanta,Furniture,Cabinet,StoragePlus,Apex,Distributor,Corporate,John Miller,4,1177,0.1,4237.2,2443.65,1793.55,Cash,Very Satisfied
40364,2024-09-11,2024,Q3,Sep,South,Florida,Miami,Electronics,Phone,Galaxy Max,Apex,Retail,Consumer,Sarah Lopez,14,897,0.05,11930.1,7360.83,4569.27,Digital Wallet,Very Satisfied
40365,2024-05-06,2024,Q2,May,Northeast,Massachusetts,Boston,Furniture,Chair,ComfortSeat,Apex,Retail,Consumer,David Clark,9,335,0.15,2562.75,1680.05,882.7,Cash,Satisfied
40366,2024-08-30,2024,Q3,Aug,Northeast,Massachusetts,Boston,Accessories,Mouse,ClickPro,Nimbus,Retail,Corporate,Sarah Lopez,18,994,0.05,16997.4,10811.3,6186.1,Card,Very Satisfied
40367,2024-06-17,2024,Q2,Jun,West,Washington,Seattle,Electronics,Laptop,UltraBook Pro,Apex,Retail,Corporate,David Clark,19,1109,0.15,17910.35,13040.7,4869.65,Cash,Satisfied
40368,2024-10-22,2024,Q4,Oct,Midwest,Ohio,Columbus,Electronics,Phone,Galaxy Max,Nimbus,Online,Corporate,David Clark,3,1045,0.05,2978.25,1844.86,1133.39,Bank Transfer,Unsatisfied
40369,2024-06-30,2024,Q2,Jun,Northeast,Pennsylvania,Philadelphia,Furniture,Cabinet,StoragePlus,Orbit,Retail,Corporate,David Clark,1,1090,0.15,926.5,684.91,241.59,Card,Unsatisfied
40370,2024-01-23,2024,Q1,Jan,West,California,Los Angeles,Accessories,Headphones,SoundMax,Nimbus,Distributor,Corporate,David Clark,15,1071,0.15,13655.25,10060.63,3594.62,Cash,Unsatisfied
40371,2024-10-20,2024,Q4,Oct,Midwest,Michigan,Detroit,Furniture,Chair,ComfortSeat,Nimbus,Distributor,Small Business,Sarah Lopez,2,588,0.05,1117.2,619.91,497.29,Cash,Unsatisfied
40372,2024-08-14,2024,Q3,Aug,South,Texas,Dallas,Accessories,Mouse,ClickPro,NovaTech,Retail,Consumer,John Miller,16,486,0.05,7387.2,4558.53,2828.67,Bank Transfer,Very Satisfied
40373,2024-06-21,2024,Q2,Jun,West,Washington,Seattle,Furniture,Desk,WorkDesk Pro,Apex,Online,Corporate,Michael Brown,10,1042,0.05,9899.0,6095.44,3803.56,Digital Wallet,Unsatisfied
40374,2024-11-19,2024,Q4,Nov,West,California,Los Angeles,Accessories,Headphones,SoundMax,NovaTech,Retail,Corporate,Jessica Lee,14,692,0.1,8719.2,5236.74,3482.46,Digital Wallet,Neutral
40375,2024-02-17,2024,Q1,Feb,Midwest,Illinois,Chicago,Furniture,Cabinet,StoragePlus,Vertex,Online,Consumer,David Clark,18,337,0.0,6066.0,4005.73,2060.27,Cash,Unsatisfied
40376,2024-08-03,2024,Q3,Aug,Midwest,Illinois,Chicago,Accessories,Mouse,ClickPro,Vertex,Retail,Small Business,Michael Brown,5,150,0.1,675.0,429.46,245.54,Cash,Neutral
40377,2024-09-02,2024,Q3,Sep,Midwest,Illinois,Chicago,Accessories,Keyboard,KeyPro,Nimbus,Distributor,Small Business,John Miller,10,538,0.05,5111.0,3475.02,1635.98,Bank Transfer,Very Satisfied
40378,2024-10-28,2024,Q4,Oct,West,California,Los Angeles,Electronics,Laptop,UltraBook Pro,Orbit,Distributor,Corporate,Emily Carter,1,71,0.0,71.0,43.99,27.01,Digital Wallet,Satisfied
40379,2024-10-12,2024,Q4,Oct,South,Florida,Miami,Accessories,Mouse,ClickPro,Vertex,Online,Small Business,Emily Carter,4,52,0.15,176.8,111.57,65.23,Bank Transfer,Very Satisfied
40380,2024-11-11,2024,Q4,Nov,South,Texas,Dallas,Furniture,Cabinet,StoragePlus,NovaTech,Online,Small Business,Michael Brown,10,1044,0.05,9918.0,7045.53,2872.47,Card,Very Satisfied
40381,2024-07-26,2024,Q3,Jul,Northeast,Massachusetts,Boston,Accessories,Headphones,SoundMax,Orbit,Distributor,Small Business,Michael Brown,11,619,0.15,5787.65,3274.34,2513.31,Cash,Satisfied
40382,2024-07-15,2024,Q3,Jul,West,California,Los Angeles,Electronics,Laptop,UltraBook Pro,Orbit,Distributor,Consumer,Jessica Lee,19,172,0.1,2941.2,1797.32,1143.88,Bank Transfer,Neutral
40383,2024-08-21,2024,Q3,Aug,West,Washington,Seattle,Accessories,Keyboard,KeyPro,Vertex,Online,Corporate,Sarah Lopez,20,344,0.0,6880.0,3989.12,2890.88,Bank Transfer,Satisfied
40384,2024-02-13,2024,Q1,Feb,South,Florida,Miami,Electronics,Laptop,UltraBook Pro,Orbit,Online,Small Business,David Clark,13,288,0.05,3556.8,2490.13,1066.67,Card,Very Satisfied
