Order ID,Date,Year,Quarter,Month,Week,Region,State,Product Category,Product Subcategory,Sales Channel,Customer Segment,Units Sold,Unit Price,Discount,Revenue,Cost,Profit,Profit Margin,Marketing Channel
50337,2024-05-06,2024,Q2,May,19,Northeast,Pennsylvania,Electronics,Phone,Online,Small Business,1,1179,0.1,1061.1,763.24,297.86,0.2807,Affiliate
50338,2024-05-06,2024,Q2,May,19,Midwest,Ohio,Electronics,Tablet,Distributor,Small Business,3,881,0.0,2643.0,1628.09,1014.91,0.384,Google Ads
50339,2024-08-09,2024,Q3,Aug,32,Northeast,Massachusetts,Furniture,Cabinet,Distributor,Consumer,16,973,0.1,14011.2,8089.91,5921.29,0.4226,Google Ads
50340,2024-03-31,2024,Q1,Mar,13,Northeast,Pennsylvania,Accessories,Headphones,Distributor,Small Business,25,1117,0.1,25132.5,16010.69,9121.81,0.3629,Direct
50341,2024-06-08,2024,Q2,Jun,23,West,Colorado,Furniture,Desk,Retail,Small Business,2,133,0.15,226.1,168.15,57.95,0.2563,Affiliate
50342,2024-11-05,2024,Q4,Nov,45,Midwest,Illinois,Accessories,Headphones,Online,Consumer,20,918,0.05,17442.0,11948.89,5493.11,0.3149,Email
50343,2024-09-04,2024,Q3,Sep,36,Midwest,Michigan,Furniture,Cabinet,Retail,Corporate,1,972,0.1,874.8,631.06,243.74,0.2786,Email
50344,2024-09-08,2024,Q3,Sep,36,Northeast,New York,Electronics,Phone,Retail,Corporate,24,550,0.15,11220.0,7197.79,4022.21,0.3585,Direct
50345,2024-09-22,2024,Q3,Sep,38,South,Florida,Electronics,Tablet,Retail,Consumer,9,1235,0.0,11115.0,6965.96,4149.04,0.3733,Email
50346,2024-08-31,2024,Q3,Aug,35,West,Washington,Furniture,Desk,Retail,Corporate,3,1027,0.0,3081.0,1761.95,1319.05,0.4281,Affiliate
50347,2024-11-03,2024,Q4,Nov,44,South,Texas,Electronics,Tablet,Distributor,Consumer,5,530,0.0,2650.0,1922.37,727.63,0.2746,Email
50348,2024-10-18,2024,Q4,Oct,42,West,Washington,Furniture,Chair,Online,Consumer,8,1249,0.0,9992.0,6782.83,3209.17,0.3212,Affiliate
50349,2024-11-13,2024,Q4,Nov,46,West,Washington,Electronics,Tablet,Distributor,Corporate,18,1177,0.15,18008.1,12026.67,5981.43,0.3322,Direct
50350,2024-04-19,2024,Q2,Apr,16,Northeast,Massachusetts,Electronics,Phone,Online,Corporate,18,1285,0.15,19660.5,11022.38,8638.12,0.4394,Social Media
50351,2024-06-19,2024,Q2,Jun,25,West,California,Accessories,Headphones,Online,Consumer,12,494,0.1,5335.2,3346.81,1988.39,0.3727,Email
50352,2024-12-10,2024,Q4,Dec,50,Northeast,New York,Electronics,Laptop,Online,Consumer,7,354,0.1,2230.2,1550.39,679.81,0.3048,Email
50353,2024-10-02,2024,Q4,Oct,40,South,Texas,Accessories,Headphones,Online,Consumer,3,484,0.1,1306.8,815.51,491.29,0.3759,Direct
50354,2024-06-27,2024,Q2,Jun,26,Northeast,Massachusetts,Electronics,Phone,Online,Corporate,23,71,0.15,1388.05,827.79,560.26,0.4036,Google Ads
50355,2024-09-12,2024,Q3,Sep,37,Northeast,Massachusetts,Electronics,Tablet,Online,Corporate,15,425,0.15,5418.75,3060.92,2357.83,0.4351,Direct
50356,2024-06-23,2024,Q2,Jun,25,Northeast,Pennsylvania,Electronics,Laptop,Online,Small Business,2,978,0.05,1858.2,1147.02,711.18,0.3827,Email
50357,2024-08-29,2024,Q3,Aug,35,West,California,Furniture,Desk,Online,Corporate,13,634,0.1,7417.8,5320.43,2097.37,0.2827,Google Ads
50358,2024-11-16,2024,Q4,Nov,46,South,Florida,Furniture,Chair,Online,Small Business,10,840,0.0,8400.0,4677.86,3722.14,0.4431,Direct
50359,2024-07-12,2024,Q3,Jul,28,Midwest,Michigan,Electronics,Tablet,Online,Consumer,10,188,0.1,1692.0,1107.6,584.4,0.3454,Social Media
50360,2024-01-04,2024,Q1,Jan,1,West,Colorado,Electronics,Tablet,Distributor,Small Business,2,421,0.05,799.9,521.9,278.0,0.3475,Direct
50361,2024-09-28,2024,Q3,Sep,39,Northeast,Pennsylvania,Accessories,Mouse,Online,Corporate,23,1113,0.0,25599.0,17990.21,7608.79,0.2972,Direct
50362,2024-11-10,2024,Q4,Nov,45,Northeast,New York,Accessories,Mouse,Distributor,Consumer,14,1155,0.0,16170.0,11111.95,5058.05,0.3128,Social Media
50363,2024-02-20,2024,Q1,Feb,8,West,California,Accessories,Mouse,Retail,Corporate,8,412,0.1,2966.4,1772.61,1193.79,0.4024,Direct
50364,2024-06-05,2024,Q2,Jun,23,Northeast,New York,Furniture,Cabinet,Distributor,Consumer,13,182,0.0,2366.0,1679.18,686.82,0.2903,Direct
50365,2024-01-09,2024,Q1,Jan,2,South,Georgia,Furniture,Desk,Online,Small Business,4,1234,0.05,4689.2,3287.45,1401.75,0.2989,Affiliate
50366,2024-03-29,2024,Q1,Mar,13,West,Colorado,Electronics,Laptop,Retail,Small Business,10,347,0.1,3123.0,2315.89,807.11,0.2584,Social Media
50367,2024-02-08,2024,Q1,Feb,6,Northeast,Massachusetts,Furniture,Cabinet,Retail,Corporate,7,1010,0.05,6716.5,4819.51,1896.99,0.2824,Direct
50368,2024-06-03,2024,Q2,Jun,23,South,Florida,Accessories,Keyboard,Retail,Small Business,4,771,0.1,2775.6,1557.55,1218.05,0.4388,Social Media
50369,2024-01-19,2024,Q1,Jan,3,West,California,Furniture,Cabinet,Distributor,Consumer,8,1069,0.0,8552.0,6005.03,2546.97,0.2978,Social Media
50370,2024-09-17,2024,Q3,Sep,38,Northeast,New York,Furniture,Chair,Online,Consumer,11,307,0.05,3208.15,2370.44,837.71,0.2611,Google Ads
50371,2024-11-21,2024,Q4,Nov,47,Midwest,Michigan,Electronics,Phone,Retail,Corporate,17,644,0.15,9305.8,5217.8,4088.0,0.4393,Social Media
50372,2024-04-17,2024,Q2,Apr,16,Northeast,New York,Accessories,Keyboard,Online,Small Business,12,1104,0.05,12585.6,7320.84,5264.76,0.4183,Affiliate
50373,2024-05-08,2024,Q2,May,19,Northeast,Massachusetts,Accessories,Headphones,Distributor,Small Business,10,667,0.05,6336.5,3623.98,2712.52,0.4281,Email
50374,2024-02-14,2024,Q1,Feb,7,Northeast,Pennsylvania,Accessories,Mouse,Distributor,Consumer,25,825,0.1,18562.5,11693.17,6869.33,0.3701,Social Media
50375,2024-12-26,2024,Q4,Dec,52,South,Georgia,Accessories,Mouse,Retail,Small Business,19,955,0.1,16330.5,9587.79,6742.71,0.4129,Email
50376,2024-06-15,2024,Q2,Jun,24,South,Georgia,Electronics,Tablet,Distributor,Consumer,24,1014,0.0,24336.0,17447.57,6888.43,0.2831,Email
50377,2024-03-26,2024,Q1,Mar,13,Northeast,Massachusetts,Electronics,Laptop,Distributor,Consumer,6,419,0.15,2136.9,1529.27,607.63,0.2844,Social Media
50378,2024-08-16,2024,Q3,Aug,33,Midwest,Michigan,Furniture,Cabinet,Online,Consumer,22,404,0.05,8443.6,4831.04,3612.56,0.4278,Email
50379,2024-02-27,2024,Q1,Feb,9,Midwest,Ohio,Accessories,Keyboard,Distributor,Small Business,11,441,0.05,4608.45,2822.12,1786.33,0.3876,Google Ads
50380,2024-02-03,2024,Q1,Feb,5,Northeast,Massachusetts,Furniture,Desk,Distributor,Corporate,10,1171,0.15,9953.5,6781.02,3172.48,0.3187,Google Ads
50381,2024-06-30,2024,Q2,Jun,26,Northeast,Massachusetts,Furniture,Cabinet,Retail,Consumer,11,268,0.05,2800.6,1636.73,1163.87,0.4156,Affiliate
50382,2024-11-12,2024,Q4,Nov,46,Northeast,Massachusetts,Furniture,Desk,Online,Small Business,1,748,0.15,635.8,446.42,189.38,0.2979,Direct
50383,2024-03-11,2024,Q1,Mar,11,Northeast,Pennsylvania,Accessories,Keyboard,Distributor,Small Business,15,1245,0.1,16807.5,12154.8,4652.7,0.2768,Google Ads
50384,2024-01-12,2024,Q1,Jan,2,South,Georgia,Furniture,Desk,Online,Corporate,20,1140,0.0,22800.0,14469.29,8330.71,0.3654,Direct
50385,2024-06-25,2024,Q2,Jun,26,Northeast,New York,Accessories,Headphones,Distributor,Corporate,17,869,0.0,14773.0,10556.46,4216.54,0.2854,Direct
50386,2024-02-14,2024,Q1,Feb,7,West,Washington,Furniture,Chair,Retail,Corporate,15,433,0.05,6170.25,4525.22,1645.03,0.2666,Affiliate
50387,2024-12-30,2024,Q4,Dec,1,South,Georgia,Furniture,Cabinet,Online,Small Business,6,226,0.1,1220.4,783.04,437.36,0.3584,Email
50388,2024-03-24,2024,Q1,Mar,12,South,Florida,Furniture,Chair,Distributor,Corporate,2,995,0.1,1791.0,1094.97,696.03,0.3886,Google Ads
50389,2024-02-08,2024,Q1,Feb,6,South,Florida,Furniture,Chair,Retail,Small Business,11,867,0.0,9537.0,5631.01,3905.99,0.4096,Google Ads
50390,2024-03-17,2024,Q1,Mar,11,West,Washington,Accessories,Keyboard,Retail,Small Business,12,612,0.05,6976.8,4092.65,2884.15,0.4134,Social Media
50391,2024-04-21,2024,Q2,Apr,16,South,Texas,Accessories,Mouse,Retail,Corporate,13,958,0.05,11831.3,8560.29,3271.01,0.2765,Email
50392,2024-07-30,2024,Q3,Jul,31,South,Texas,Furniture,Chair,Online,Corporate,17,527,0.15,7615.15,4753.35,2861.8,0.3758,Google Ads
50393,2024-07-28,2024,Q3,Jul,30,West,Colorado,Accessories,Mouse,Online,Consumer,23,331,0.0,7613.0,5707.84,1905.16,0.2503,Email
50394,2024-05-05,2024,Q2,May,18,West,Colorado,Electronics,Tablet,Retail,Small Business,19,884,0.0,16796.0,12299.61,4496.39,0.2677,Google Ads
50395,2024-04-23,2024,Q2,Apr,17,Northeast,New York,Accessories,Keyboard,Distributor,Corporate,23,216,0.0,4968.0,2870.4,2097.6,0.4222,Direct
50396,2024-11-21,2024,Q4,Nov,47,Northeast,Pennsylvania,Electronics,Tablet,Retail,Small Business,2,924,0.0,1848.0,1329.33,518.67,0.2807,Social Media
50397,2024-03-11,2024,Q1,Mar,11,South,Texas,Accessories,Keyboard,Online,Small Business,6,1052,0.0,6312.0,4570.08,1741.92,0.276,Email
50398,2024-01-13,2024,Q1,Jan,2,Northeast,New York,Electronics,Phone,Online,Small Business,24,840,0.1,18144.0,10147.86,7996.14,0.4407,Direct
50399,2024-09-18,2024,Q3,Sep,38,Midwest,Illinois,Furniture,Desk,Distributor,Corporate,7,1159,0.15,6896.05,5060.86,1835.19,0.2661,Email
50400,2024-07-14,2024,Q3,Jul,28,Northeast,New York,Accessories,Mouse,Retail,Small Business,25,857,0.0,21425.0,14629.92,6795.08,0.3172,Google Ads
50401,2024-10-16,2024,Q4,Oct,42,West,Colorado,Furniture,Cabinet,Distributor,Consumer,4,545,0.05,2071.0,1543.48,527.52,0.2547,Social Media
50402,2024-11-29,2024,Q4,Nov,48,Midwest,Michigan,Accessories,Keyboard,Online,Small Business,21,821,0.1,15516.9,9775.89,5741.01,0.37,Email
50403,2024-01-10,2024,Q1,Jan,2,Midwest,Illinois,Electronics,Tablet,Retail,Corporate,13,993,0.1,11618.1,7057.4,4560.7,0.3926,Direct
50404,2024-09-19,2024,Q3,Sep,38,Midwest,Ohio,Electronics,Laptop,Distributor,Corporate,7,1132,0.1,7131.6,5216.0,1915.6,0.2686,Google Ads
50405,2024-06-26,2024,Q2,Jun,26,Northeast,Massachusetts,Accessories,Keyboard,Online,Corporate,17,1261,0.05,20365.15,12062.54,8302.61,0.4077,Affiliate
50406,2024-07-06,2024,Q3,Jul,27,South,Georgia,Electronics,Phone,Distributor,Consumer,2,685,0.0,1370.0,811.69,558.31,0.4075,Google Ads
50407,2024-02-16,2024,Q1,Feb,7,Midwest,Ohio,Accessories,Mouse,Online,Small Business,20,522,0.05,9918.0,6096.34,3821.66,0.3853,Social Media
50408,2024-07-15,2024,Q3,Jul,29,West,Colorado,Furniture,Desk,Distributor,Corporate,4,692,0.1,2491.2,1741.97,749.23,0.3008,Google Ads
50409,2024-10-26,2024,Q4,Oct,43,South,Texas,Electronics,Tablet,Retail,Corporate,13,776,0.1,9079.2,5905.75,3173.45,0.3495,Email
50410,2024-10-16,2024,Q4,Oct,42,Midwest,Ohio,Furniture,Chair,Online,Consumer,11,74,0.05,773.3,521.2,252.1,0.326,Email
50411,2024-11-24,2024,Q4,Nov,47,Northeast,Pennsylvania,Electronics,Tablet,Retail,Corporate,20,472,0.1,8496.0,4744.3,3751.7,0.4416,Email
50412,2024-03-10,2024,Q1,Mar,10,West,Colorado,Furniture,Desk,Retail,Consumer,23,869,0.0,19987.0,12355.86,7631.14,0.3818,Affiliate
50413,2024-03-30,2024,Q1,Mar,13,West,Washington,Accessories,Headphones,Online,Corporate,2,1283,0.15,2181.1,1255.54,925.56,0.4244,Email
50414,2024-08-04,2024,Q3,Aug,31,West,Washington,Furniture,Cabinet,Distributor,Consumer,19,547,0.05,9873.35,6853.49,3019.86,0.3059,Affiliate
50415,2024-01-04,2024,Q1,Jan,1,Midwest,Ohio,Accessories,Keyboard,Retail,Small Business,19,256,0.1,4377.6,2894.15,1483.45,0.3389,Direct
50416,2024-12-23,2024,Q4,Dec,52,Northeast,Massachusetts,Furniture,Cabinet,Online,Corporate,10,495,0.15,4207.5,3065.29,1142.21,0.2715,Email
50417,2024-04-23,2024,Q2,Apr,17,Midwest,Illinois,Furniture,Desk,Distributor,Corporate,22,672,0.05,14044.8,9960.06,4084.74,0.2908,Google Ads
50418,2024-10-23,2024,Q4,Oct,43,Northeast,New York,Furniture,Desk,Online,Consumer,24,1090,0.0,26160.0,15527.06,10632.94,0.4065,Direct
50419,2024-08-31,2024,Q3,Aug,35,South,Florida,Furniture,Desk,Distributor,Consumer,9,341,0.1,2762.1,1908.82,853.28,0.3089,Social Media
50420,2024-12-18,2024,Q4,Dec,51,Northeast,Massachusetts,Accessories,Headphones,Retail,Small Business,18,1278,0.15,19553.4,10829.87,8723.53,0.4461,Social Media
50421,2024-07-07,2024,Q3,Jul,27,Midwest,Ohio,Accessories,Mouse,Retail,Corporate,22,1297,0.15,24253.9,17150.66,7103.24,0.2929,Direct
50422,2024-04-10,2024,Q2,Apr,15,West,California,Furniture,Cabinet,Online,Small Business,24,213,0.15,4345.2,3216.67,1128.53,0.2597,Social Media
50423,2024-12-25,2024,Q4,Dec,52,West,California,Furniture,Cabinet,Online,Small Business,19,405,0.0,7695.0,5182.22,2512.78,0.3265,Google Ads
50424,2024-01-18,2024,Q1,Jan,3,West,Colorado,Accessories,Keyboard,Online,Consumer,22,897,0.05,18747.3,11319.87,7427.43,0.3962,Affiliate
50425,2024-11-25,2024,Q4,Nov,48,South,Florida,Furniture,Chair,Distributor,Small Business,9,987,0.0,8883.0,5106.31,3776.69,0.4252,Affiliate
50426,2024-06-18,2024,Q2,Jun,25,Northeast,Pennsylvania,Electronics,Laptop,Online,Corporate,17,639,0.15,9233.55,6505.8,2727.75,0.2954,Social Media
50427,2024-07-15,2024,Q3,Jul,29,South,Florida,Electronics,Tablet,Online,Corporate,3,1054,0.0,3162.0,1864.6,1297.4,0.4103,Email
50428,2024-03-10,2024,Q1,Mar,10,Midwest,Illinois,Accessories,Mouse,Retail,Small Business,9,1122,0.0,10098.0,6313.9,3784.1,0.3747,Google Ads
50429,2024-12-28,2024,Q4,Dec,52,Midwest,Ohio,Electronics,Laptop,Retail,Corporate,21,1010,0.0,21210.0,15645.38,5564.62,0.2624,Affiliate
50430,2024-07-07,2024,Q3,Jul,27,Midwest,Illinois,Electronics,Tablet,Distributor,Consumer,7,232,0.1,1461.6,1055.34,406.26,0.278,Social Media
50431,2024-11-22,2024,Q4,Nov,47,Northeast,Massachusetts,Furniture,Cabinet,Distributor,Corporate,20,305,0.0,6100.0,3526.9,2573.1,0.4218,Affiliate
50432,2024-11-03,2024,Q4,Nov,44,West,Washington,Accessories,Keyboard,Retail,Corporate,3,213,0.15,543.15,371.69,171.46,0.3157,Direct
50433,2024-12-15,2024,Q4,Dec,50,Northeast,Pennsylvania,Accessories,Mouse,Distributor,Small Business,14,413,0.0,5782.0,4181.9,1600.1,0.2767,Social Media
50434,2024-11-06,2024,Q4,Nov,45,South,Georgia,Furniture,Chair,Distributor,Small Business,17,633,0.05,10222.95,5765.55,4457.4,0.436,Google Ads
50435,2024-08-14,2024,Q3,Aug,33,Northeast,Pennsylvania,Accessories,Headphones,Distributor,Corporate,20,750,0.05,14250.0,10389.64,3860.36,0.2709,Affiliate
50436,2024-03-02,2024,Q1,Mar,9,West,Colorado,Furniture,Chair,Distributor,Small Business,19,1126,0.05,20324.3,12994.08,7330.22,0.3607,Email
50437,2024-07-26,2024,Q3,Jul,30,South,Florida,Electronics,Tablet,Online,Consumer,8,818,0.15,5562.4,3269.52,2292.88,0.4122,Google Ads
50438,2024-02-25,2024,Q1,Feb,8,South,Georgia,Accessories,Keyboard,Retail,Small Business,20,716,0.05,13604.0,8682.86,4921.14,0.3617,Affiliate
50439,2024-11-21,2024,Q4,Nov,47,South,Georgia,Accessories,Mouse,Retail,Consumer,23,534,0.1,11053.8,7286.56,3767.24,0.3408,Social Media
50440,2024-06-11,2024,Q2,Jun,24,Northeast,New York,Electronics,Tablet,Online,Consumer,25,1200,0.15,25500.0,18543.21,6956.79,0.2728,Direct
50441,2024-01-11,2024,Q1,Jan,2,West,Washington,Accessories,Headphones,Online,Small Business,12,614,0.1,6631.2,4958.45,1672.75,0.2523,Direct
50442,2024-08-10,2024,Q3,Aug,32,West,Washington,Electronics,Tablet,Retail,Corporate,14,760,0.0,10640.0,7666.3,2973.7,0.2795,Google Ads
50443,2024-02-07,2024,Q1,Feb,6,Northeast,Massachusetts,Electronics,Phone,Retail,Corporate,14,93,0.15,1106.7,683.04,423.66,0.3828,Direct
50444,2024-04-24,2024,Q2,Apr,17,South,Texas,Accessories,Headphones,Online,Corporate,18,1268,0.05,21682.8,15235.8,6447.0,0.2973,Google Ads
50445,2024-10-24,2024,Q4,Oct,43,West,California,Accessories,Keyboard,Distributor,Small Business,21,1295,0.05,25835.25,15368.98,10466.27,0.4051,Google Ads
50446,2024-06-30,2024,Q2,Jun,26,Northeast,Pennsylvania,Furniture,Desk,Distributor,Small Business,11,273,0.0,3003.0,1816.2,1186.8,0.3952,Social Media
50447,2024-04-08,2024,Q2,Apr,15,West,California,Accessories,Mouse,Retail,Consumer,25,395,0.15,8393.75,5949.5,2444.25,0.2912,Social Media
50448,2024-08-19,2024,Q3,Aug,34,Northeast,Pennsylvania,Electronics,Phone,Distributor,Corporate,14,866,0.15,10305.4,6723.31,3582.09,0.3476,Email
50449,2024-03-15,2024,Q1,Mar,11,Midwest,Ohio,Furniture,Chair,Distributor,Corporate,5,497,0.1,2236.5,1493.54,742.96,0.3322,Email
50450,2024-05-02,2024,Q2,May,18,Midwest,Ohio,Accessories,Headphones,Online,Small Business,2,798,0.1,1436.4,970.73,465.67,0.3242,Direct
50451,2024-05-14,2024,Q2,May,20,Northeast,New York,Furniture,Chair,Online,Corporate,25,552,0.0,13800.0,8005.18,5794.82,0.4199,Google Ads
50452,2024-08-05,2024,Q3,Aug,32,West,Colorado,Electronics,Laptop,Distributor,Small Business,24,164,0.0,3936.0,2424.36,1511.64,0.3841,Direct
50453,2024-06-23,2024,Q2,Jun,25,South,Florida,Accessories,Keyboard,Online,Consumer,16,205,0.1,2952.0,2067.45,884.55,0.2996,Social Media
50454,2024-09-03,2024,Q3,Sep,36,Northeast,Massachusetts,Furniture,Cabinet,Distributor,Small Business,2,900,0.1,1620.0,1129.1,490.9,0.303,Google Ads
50455,2024-01-30,2024,Q1,Jan,5,Midwest,Michigan,Furniture,Chair,Retail,Small Business,2,384,0.1,691.2,393.55,297.65,0.4306,Direct
50456,2024-08-18,2024,Q3,Aug,33,Northeast,Massachusetts,Furniture,Desk,Retail,Small Business,10,1200,0.05,11400.0,8162.91,3237.09,0.284,Affiliate
50457,2024-03-04,2024,Q1,Mar,10,South,Georgia,Electronics,Laptop,Retail,Corporate,17,88,0.05,1421.2,816.71,604.49,0.4253,Email
50458,2024-10-03,2024,Q4,Oct,40,South,Florida,Electronics,Phone,Online,Small Business,1,756,0.15,642.6,444.73,197.87,0.3079,Google Ads
50459,2024-12-07,2024,Q4,Dec,49,South,Florida,Accessories,Keyboard,Distributor,Consumer,1,384,0.0,384.0,270.58,113.42,0.2954,Social Media
50460,2024-05-05,2024,Q2,May,18,South,Georgia,Furniture,Desk,Distributor,Consumer,13,62,0.05,765.7,498.34,267.36,0.3492,Email
50461,2024-03-31,2024,Q1,Mar,13,Northeast,New York,Accessories,Mouse,Retail,Consumer,25,837,0.15,17786.25,12680.25,5106.0,0.2871,Email
50462,2024-05-27,2024,Q2,May,22,West,California,Furniture,Cabinet,Retail,Small Business,20,1077,0.05,20463.0,14489.78,5973.22,0.2919,Social Media
50463,2024-01-22,2024,Q1,Jan,4,Northeast,Massachusetts,Furniture,Desk,Online,Corporate,15,825,0.15,10518.75,6980.71,3538.04,0.3364,Social Media
50464,2024-04-24,2024,Q2,Apr,17,West,Washington,Accessories,Mouse,Distributor,Consumer,12,687,0.05,7831.8,4710.53,3121.27,0.3985,Google Ads
50465,2024-02-25,2024,Q1,Feb,8,Midwest,Illinois,Electronics,Laptop,Distributor,Corporate,17,1243,0.0,21131.0,12051.4,9079.6,0.4297,Social Media
50466,2024-01-20,2024,Q1,Jan,3,Northeast,Massachusetts,Electronics,Tablet,Online,Small Business,6,482,0.05,2747.4,1593.85,1153.55,0.4199,Email
50467,2024-02-06,2024,Q1,Feb,6,Midwest,Ohio,Electronics,Tablet,Retail,Consumer,1,1262,0.15,1072.7,665.09,407.61,0.38,Google Ads
50468,2024-01-31,2024,Q1,Jan,5,South,Georgia,Accessories,Keyboard,Online,Consumer,16,435,0.05,6612.0,4387.47,2224.53,0.3364,Affiliate
50469,2024-10-16,2024,Q4,Oct,42,Midwest,Ohio,Accessories,Keyboard,Distributor,Consumer,24,471,0.15,9608.4,5942.63,3665.77,0.3815,Google Ads
50470,2024-04-13,2024,Q2,Apr,15,West,Washington,Electronics,Laptop,Retail,Corporate,19,369,0.0,7011.0,4897.69,2113.31,0.3014,Affiliate
50471,2024-09-22,2024,Q3,Sep,38,South,Georgia,Electronics,Tablet,Distributor,Corporate,2,153,0.15,260.1,189.16,70.94,0.2727,Google Ads
50472,2024-07-08,2024,Q3,Jul,28,West,California,Furniture,Chair,Retail,Corporate,10,181,0.1,1629.0,1039.63,589.37,0.3618,Affiliate
50473,2024-08-22,2024,Q3,Aug,34,Midwest,Ohio,Electronics,Phone,Online,Corporate,16,873,0.15,11872.8,6891.27,4981.53,0.4196,Affiliate
50474,2024-06-07,2024,Q2,Jun,23,South,Texas,Furniture,Chair,Distributor,Corporate,17,1022,0.0,17374.0,11973.68,5400.32,0.3108,Google Ads
50475,2024-10-11,2024,Q4,Oct,41,West,Washington,Accessories,Mouse,Retail,Consumer,9,402,0.1,3256.2,1826.1,1430.1,0.4392,Affiliate
50476,2024-06-22,2024,Q2,Jun,25,West,California,Accessories,Headphones,Distributor,Small Business,5,187,0.0,935.0,537.41,397.59,0.4252,Email
50477,2024-04-08,2024,Q2,Apr,15,West,Colorado,Accessories,Mouse,Retail,Corporate,14,324,0.0,4536.0,2557.19,1978.81,0.4362,Google Ads
50478,2024-02-03,2024,Q1,Feb,5,South,Texas,Accessories,Keyboard,Retail,Small Business,17,234,0.1,3580.2,2010.32,1569.88,0.4385,Email
50479,2024-10-02,2024,Q4,Oct,40,West,California,Electronics,Tablet,Retail,Consumer,10,344,0.15,2924.0,1822.58,1101.42,0.3767,Direct
50480,2024-01-14,2024,Q1,Jan,2,South,Texas,Accessories,Keyboard,Distributor,Consumer,19,1011,0.1,17288.1,10735.6,6552.5,0.379,Google Ads
50481,2024-09-09,2024,Q3,Sep,37,West,Washington,Electronics,Phone,Distributor,Consumer,16,1013,0.1,14587.2,10782.86,3804.34,0.2608,Email
50482,2024-11-04,2024,Q4,Nov,45,Northeast,New York,Furniture,Chair,Retail,Corporate,7,1245,0.05,8279.25,4855.48,3423.77,0.4135,Affiliate
50483,2024-07-26,2024,Q3,Jul,30,West,Colorado,Furniture,Cabinet,Retail,Consumer,13,321,0.05,3964.35,2603.72,1360.63,0.3432,Social Media
50484,2024-01-03,2024,Q1,Jan,1,South,Florida,Accessories,Keyboard,Retail,Corporate,24,581,0.15,11852.4,7081.51,4770.89,0.4025,Social Media
50485,2024-03-15,2024,Q1,Mar,11,Northeast,Pennsylvania,Accessories,Headphones,Retail,Corporate,1,720,0.1,648.0,404.68,243.32,0.3755,Email
50486,2024-09-14,2024,Q3,Sep,37,South,Texas,Electronics,Laptop,Distributor,Consumer,7,943,0.15,5610.85,3442.6,2168.25,0.3864,Direct
50487,2024-12-07,2024,Q4,Dec,49,South,Georgia,Accessories,Headphones,Distributor,Consumer,21,353,0.0,7413.0,5244.9,2168.1,0.2925,Affiliate
50488,2024-12-10,2024,Q4,Dec,50,South,Georgia,Electronics,Tablet,Distributor,Small Business,3,310,0.0,930.0,645.91,284.09,0.3055,Affiliate
50489,2024-02-04,2024,Q1,Feb,5,Northeast,New York,Electronics,Laptop,Online,Consumer,24,75,0.15,1530.0,1112.96,417.04,0.2726,Email
50490,2024-08-26,2024,Q3,Aug,35,West,Washington,Furniture,Chair,Distributor,Corporate,12,685,0.15,6987.0,5040.81,1946.19,0.2785,Affiliate
50491,2024-11-11,2024,Q4,Nov,46,Midwest,Michigan,Furniture,Desk,Online,Consumer,13,235,0.1,2749.5,1645.89,1103.61,0.4014,Email
50492,2024-11-18,2024,Q4,Nov,47,West,Washington,Furniture,Desk,Distributor,Corporate,11,261,0.0,2871.0,1711.87,1159.13,0.4037,Social Media
50493,2024-08-03,2024,Q3,Aug,31,South,Georgia,Accessories,Headphones,Distributor,Small Business,16,126,0.1,1814.4,1091.21,723.19,0.3986,Direct
50494,2024-06-27,2024,Q2,Jun,26,South,Texas,Furniture,Cabinet,Distributor,Small Business,1,713,0.15,606.05,422.84,183.21,0.3023,Email
50495,2024-12-04,2024,Q4,Dec,49,Northeast,Pennsylvania,Furniture,Desk,Retail,Consumer,18,680,0.0,12240.0,8642.37,3597.63,0.2939,Social Media
50496,2024-07-28,2024,Q3,Jul,30,South,Texas,Accessories,Keyboard,Retail,Corporate,9,477,0.0,4293.0,2937.8,1355.2,0.3157,Google Ads
50497,2024-07-11,2024,Q3,Jul,28,West,California,Electronics,Tablet,Distributor,Consumer,24,94,0.15,1917.6,1132.36,785.24,0.4095,Direct
50498,2024-07-29,2024,Q3,Jul,31,Northeast,New York,Furniture,Chair,Online,Small Business,18,334,0.1,5410.8,3524.69,1886.11,0.3486,Direct
50499,2024-08-20,2024,Q3,Aug,34,Midwest,Michigan,Accessories,Headphones,Online,Consumer,14,522,0.05,6942.6,5068.22,1874.38,0.27,Affiliate
50500,2024-03-20,2024,Q1,Mar,12,Northeast,New York,Furniture,Desk,Distributor,Consumer,6,218,0.1,1177.2,853.35,323.85,0.2751,Google Ads
50501,2024-11-20,2024,Q4,Nov,47,Northeast,Massachusetts,Furniture,Desk,Online,Consumer,24,66,0.05,1504.8,1090.78,414.02,0.2751,Google Ads
50502,2024-09-11,2024,Q3,Sep,37,Northeast,Pennsylvania,Accessories,Keyboard,Distributor,Small Business,10,1239,0.0,12390.0,8490.39,3899.61,0.3147,Email
50503,2024-06-13,2024,Q2,Jun,24,West,California,Accessories,Keyboard,Distributor,Corporate,22,1270,0.05,26543.0,14747.91,11795.09,0.4444,Email
50504,2024-12-08,2024,Q4,Dec,49,Northeast,Massachusetts,Accessories,Headphones,Online,Consumer,16,1129,0.0,18064.0,10426.12,7637.88,0.4228,Direct
